,Nombre,Compositor,Artista/Banda,URL,Año,Letra
147,La banda borracha,,Mike Laure,https://www.letras.com/valentin-elizalde/499814/,1966,"Camindando por las calles sin pararde arriba a abajode arriba a abajoCamindando por las calles sin pararde arriba a abajode arriba a abajoal poco rato ke ya me sentia borrachono podia encontrar lo ke yo andaba buscandoal poco rato ke ya me sentia borrachono podia encontrar lo ke yo andaba buscandocompallehay plebes y kieren ser como el recodo ya ni la muelan ustedeslo ke pasa es ke la bandaesta borracha, esta borrachalo ke pasa es ke la bandaesta borracha, esta borracha.Camindando por las calles sin pararde arriba a abajode arriba a abajoCamindando por las calles sin pararde arriba a abajode arriba a abajoal poco rato ke ya me sentia borrachono podia encontrar lo ke yo andaba buscandoal poco rato ke ya me sentia borrachono podia encontrar lo ke yo andaba buscandolo ke pasa es ke la bandaesta borracha, esta borrachalo ke pasa es ke la bandaesta borracha, esta borracha.Camindando por las calles sin pararde arriba a abajode arriba a abajoCamindando por las calles sin pararde arriba a abajode arriba a abajoal poco rato ke ya me sentia borrachono podia encontrar lo ke yo andaba buscandoal poco rato ke ya me sentia borrachono podia encontrar lo ke yo andaba buscando"
148,La banda borracha,,Mike Laure,https://www.letras.com/valentin-elizalde/499814/,1966,"Camindando por las calles sin pararde arriba a abajode arriba a abajoCamindando por las calles sin pararde arriba a abajode arriba a abajoal poco rato ke ya me sentia borrachono podia encontrar lo ke yo andaba buscandoal poco rato ke ya me sentia borrachono podia encontrar lo ke yo andaba buscandocompallehay plebes y kieren ser como el recodo ya ni la muelan ustedeslo ke pasa es ke la bandaesta borracha, esta borrachalo ke pasa es ke la bandaesta borracha, esta borracha.Camindando por las calles sin pararde arriba a abajode arriba a abajoCamindando por las calles sin pararde arriba a abajode arriba a abajoal poco rato ke ya me sentia borrachono podia encontrar lo ke yo andaba buscandoal poco rato ke ya me sentia borrachono podia encontrar lo ke yo andaba buscandolo ke pasa es ke la bandaesta borracha, esta borrachalo ke pasa es ke la bandaesta borracha, esta borracha.Camindando por las calles sin pararde arriba a abajode arriba a abajoCamindando por las calles sin pararde arriba a abajode arriba a abajoal poco rato ke ya me sentia borrachono podia encontrar lo ke yo andaba buscandoal poco rato ke ya me sentia borrachono podia encontrar lo ke yo andaba buscando"
149,Una limosna,,Javier Solís,https://www.letras.com/javier-solis/1132022/,1966,"Aunque sigas viviendoPara mi ya estas muertaAunque llegues tocandoInsistente a mi puertaDe lo poco que tengoTe daré una limsonaComo a cualquier mendigoPero en cosas de amoresYa no cuentes, conmigoTu me hiciste llorarTu me hiciste sufrirPero todo ha cambiadoHoy me toca reirAunque sigas viviendoYa olvidé tus ofensasPero tu al recordarNo me habrías de buscarSi tuvieras.... Verguenza... ¡Que Va!Tu me hiciste llorarTu me hiciste sufrirPero todo ha cambiadoHoy me toca reirAunque sigas viviendoYa olvidé tus ofensasPero tu al recordarNo me habrías de buscarSi tuvieras.... Verguenza"
150,Amigo organillero,,Javier Solís,https://www.letras.com/javier-solis/1096621/,1966,Amigo organilleroArranca con tus notasPedazos de mi almaNo importa que el recuerdoDestroce mis entrañasTu sigue toca y tocaComo un puñal de lutoEsta clavada en mi almaAquella noche negraCuando en mis brazosSus ojos se cerraronSus labios muertosYa nunca más me hablaronQuiero morir no tengo yaAquel amor tan puro y santoQuiero seguir al más alláA la que quiero tantoEn esta nocheEn que la muerte esperoSigue tocandoAmigo organillero
151,El despertar,,Marco Antonio Muñiz,https://www.musica.com/letras.asp?letra=1623043,1966,"Sentir de pronto amanecer con una inmensa claridad dejar atras lo que era gris para descubrir lo que es verdad poder vivir la realidad sin el ayer o el que dirán todas esas cosas que pensamos,sin pensar eso es del amor el despertar abrir los ojos y soñar que tienes todo para amar sentir que te habla el corazón y que puedes dar felicidad mirar al mundo con bondad poder llorar y suspirar todas esas cosas que nos pasan sin sentir eso es en la vida el despertar querer bailar querer cantar querer la vida y sonreir tener un cielo de ilusión y poner tu amor en un altar poder vivir la realidad sin el ayer ni el que dirán todas esas cosas que pensamos,sin pensar eso es del amor,el despertar mi vida eso es del amor el despertar mi vida eso es del amor el despertar"
152,Mi razón,,Sonora Santanera,https://www.letras.com/la-sonora-santanera/848064/,1966,"He perdido para siempreLo que fuera de mi vida el gran amorHe perdido por cobardeLo que tanto demoro mi corazónYo no quiero hacerle dañoNi llevarla por caminos del dolorY hoy me alejo como extraño, dando paso a la razónAquí estoy entre botellasApagando con el vino mi dolorCelebrando a mi maneraLa derrota de mi pobre corazónY si acaso ya inconscienteAgobiado por los humos del alcoholNo se burlen si le gritoSi entre lagrimas le llamoTodo tiene su razón"
153,La banda borracha,,Mike Laure,https://www.letras.com/valentin-elizalde/499814/,1966,"Camindando por las calles sin pararde arriba a abajode arriba a abajoCamindando por las calles sin pararde arriba a abajode arriba a abajoal poco rato ke ya me sentia borrachono podia encontrar lo ke yo andaba buscandoal poco rato ke ya me sentia borrachono podia encontrar lo ke yo andaba buscandocompallehay plebes y kieren ser como el recodo ya ni la muelan ustedeslo ke pasa es ke la bandaesta borracha, esta borrachalo ke pasa es ke la bandaesta borracha, esta borracha.Camindando por las calles sin pararde arriba a abajode arriba a abajoCamindando por las calles sin pararde arriba a abajode arriba a abajoal poco rato ke ya me sentia borrachono podia encontrar lo ke yo andaba buscandoal poco rato ke ya me sentia borrachono podia encontrar lo ke yo andaba buscandolo ke pasa es ke la bandaesta borracha, esta borrachalo ke pasa es ke la bandaesta borracha, esta borracha.Camindando por las calles sin pararde arriba a abajode arriba a abajoCamindando por las calles sin pararde arriba a abajode arriba a abajoal poco rato ke ya me sentia borrachono podia encontrar lo ke yo andaba buscandoal poco rato ke ya me sentia borrachono podia encontrar lo ke yo andaba buscando"
154,Mi razón,,Sonora Santanera,https://www.letras.com/la-sonora-santanera/848064/,1966,"He perdido para siempreLo que fuera de mi vida el gran amorHe perdido por cobardeLo que tanto demoro mi corazónYo no quiero hacerle dañoNi llevarla por caminos del dolorY hoy me alejo como extraño, dando paso a la razónAquí estoy entre botellasApagando con el vino mi dolorCelebrando a mi maneraLa derrota de mi pobre corazónY si acaso ya inconscienteAgobiado por los humos del alcoholNo se burlen si le gritoSi entre lagrimas le llamoTodo tiene su razón"
155,Brasilia,,Tony Mottola,https://www.musixmatch.com/es/letras/Maria-Victoria/Mil-besos,1966,"He encontrado en tu amor La fe perdida Ahora tiene mi vida una razón No sé si fue el embrujo de tus ojos Quien le dijo a tus labios Róbale el corazón Yo sé que los mil besos que te he dado en la boca Se me fue el corazón Y dicen que es pecado querer como te quiero Quizá tengan razón Pero, ¿qué ha de importarme Todo lo que me digan Si no te he de olvidar? Que si es pecado amarte Yo he de seguir pecando ¿Por qué lo he de ocultar?"
156,Fuiste a Acapulco,,Los Apson,https://www.letras.com/los-apson/fuiste-a-acapulco/,1966,"Fuistes a acapulco y no me dijisteHoy me siento triste, a ver que me trajisteFuistes a acapulco y no me dijisteHoy me siento triste, a ver que me trajistePues nada, pues nada, que te iba a traer?Si ni me acordaba ya de tu quererPues nada, pues nada, que te iba a traer?Si ni me acordaba ya de tu quererFeliz en la playa alla te paseabasViendo a las gaviotas que alegres volabanFeliz en la playa alla te paseabasViendo a las gaviotas que alegres volabanDormida en las notas de un dulce cantarQue forman las olas de un ruidoso marDormida en las notas de un dulce cantarQue forman las olas de un ruidoso marFuistes a acapulco y no me avisaste,No me siento a gusto, con quien te paseaste?Fuistes a acapulco y no me avisaste,No me siento a gusto, con quien te paseaste?Con nadie, con nadie si es tuyo mi amorFueron mis amigos la luna y el solCon nadie, con nadie si es tuyo mi amorFueron mis amigos la luna y el solFeliz en la playa alegre te paseasteY despues de todo dicen que llorasteFeliz en la playa alegre te paseasteY despues de todo dicen que llorasteTal vez te acordaste de este corazonQue dejaste triste sin decir adiosTal vez te acordaste de este corazonQue dejaste triste sin decir adios"
157,Brasilia,,Tony Mottola,https://www.musixmatch.com/es/letras/Maria-Victoria/Mil-besos,1966,"He encontrado en tu amor La fe perdida Ahora tiene mi vida una razón No sé si fue el embrujo de tus ojos Quien le dijo a tus labios Róbale el corazón Yo sé que los mil besos que te he dado en la boca Se me fue el corazón Y dicen que es pecado querer como te quiero Quizá tengan razón Pero, ¿qué ha de importarme Todo lo que me digan Si no te he de olvidar? Que si es pecado amarte Yo he de seguir pecando ¿Por qué lo he de ocultar?"
158,El botones,,Sonora Santanera,https://www.letras.com/la-sonora-santanera/el-botones/,1966,Oye yo quisiera ser botonesDe un hotelMira te imaginasCuantas cosas se han de verPiensa nada mas lo interesanteQue ha de ser cuandoDiga una linda rubia loQue hay que hacerY subele que sube las maletasAbrele que abrele la puertaMetele que mete el equipajeMuestrale todito el hospedajePasala que pasala hasta el fondoBajale que baja la cortinaPero lo mejor pero loMejor cuando vieneLa propinaOye yo quisiera ser botonesDe un hotelMira te imaginasCuantas cosas se han de verPiensa nada mas lo interesanteQue ha de ser cuandoDiga una linda rubia loQue hay que hacerY subele que sube las maletasAbrele que abrele la puertaMetele que mete el equipajeMuestrale todito el hospedajePasala que pasala hasta el fondoBajale que baja la cortinaPero lo mejor pero loMejor cuando vieneLa propina
159,Fuiste a Acapulco,,Los Apson,https://www.letras.com/los-apson/fuiste-a-acapulco/,1966,"Fuistes a acapulco y no me dijisteHoy me siento triste, a ver que me trajisteFuistes a acapulco y no me dijisteHoy me siento triste, a ver que me trajistePues nada, pues nada, que te iba a traer?Si ni me acordaba ya de tu quererPues nada, pues nada, que te iba a traer?Si ni me acordaba ya de tu quererFeliz en la playa alla te paseabasViendo a las gaviotas que alegres volabanFeliz en la playa alla te paseabasViendo a las gaviotas que alegres volabanDormida en las notas de un dulce cantarQue forman las olas de un ruidoso marDormida en las notas de un dulce cantarQue forman las olas de un ruidoso marFuistes a acapulco y no me avisaste,No me siento a gusto, con quien te paseaste?Fuistes a acapulco y no me avisaste,No me siento a gusto, con quien te paseaste?Con nadie, con nadie si es tuyo mi amorFueron mis amigos la luna y el solCon nadie, con nadie si es tuyo mi amorFueron mis amigos la luna y el solFeliz en la playa alegre te paseasteY despues de todo dicen que llorasteFeliz en la playa alegre te paseasteY despues de todo dicen que llorasteTal vez te acordaste de este corazonQue dejaste triste sin decir adiosTal vez te acordaste de este corazonQue dejaste triste sin decir adios"
160,Brasilia,,Tony Mottola	,https://www.musixmatch.com/es/letras/Maria-Victoria/Mil-besos,1967,"He encontrado en tu amor La fe perdida Ahora tiene mi vida una razón No sé si fue el embrujo de tus ojos Quien le dijo a tus labios Róbale el corazón Yo sé que los mil besos que te he dado en la boca Se me fue el corazón Y dicen que es pecado querer como te quiero Quizá tengan razón Pero, ¿qué ha de importarme Todo lo que me digan Si no te he de olvidar? Que si es pecado amarte Yo he de seguir pecando ¿Por qué lo he de ocultar?"
161,El último beso,,Polo,https://www.letras.com/polo-urias/703783/,1967,"Por qué se fue y por qué murióPorque el Señor me la quitóSe ha ido al cielo y para poder ir yoDebo también ser buenoPara estar con mi amorÍbamos los dos al anochecerOscurecía y no podía verYo manejaba, iba a más de 100Prendí las luces para leerHabía un letrero de desviaciónEl cual pasamos sin precauciónMuy tarde fue y al enfrenarEl carro volcó y hasta el fondoFue a darPor qué se fue y por qué murióPorque el Señor me la quitóSe ha ido al cielo y para poder ir yoDebo también ser buenoPara estar con mi amorAl vueltas dar yo me salíPor un momento no supe de míAl despertar hacia el carro corríY aun con vida la pude hallarAl verme lloró, me dijo amorAllá te espero donde está DiosÉl ha querido separarnos hoyAbrázame fuerte porque me voyAl fin la abracé y al besarla se sonrióDespués de un suspiro en mis brazos quedóPorque se fue y porque murióPorque el Señor me la quitóSe ha ido al cielo y para poder ir yoDebo también ser buenoPara estar con mi amor"
162,Fuiste a Acapulco,,Los Apson,https://www.letras.com/los-apson/fuiste-a-acapulco/,1967,"Fuistes a acapulco y no me dijisteHoy me siento triste, a ver que me trajisteFuistes a acapulco y no me dijisteHoy me siento triste, a ver que me trajistePues nada, pues nada, que te iba a traer?Si ni me acordaba ya de tu quererPues nada, pues nada, que te iba a traer?Si ni me acordaba ya de tu quererFeliz en la playa alla te paseabasViendo a las gaviotas que alegres volabanFeliz en la playa alla te paseabasViendo a las gaviotas que alegres volabanDormida en las notas de un dulce cantarQue forman las olas de un ruidoso marDormida en las notas de un dulce cantarQue forman las olas de un ruidoso marFuistes a acapulco y no me avisaste,No me siento a gusto, con quien te paseaste?Fuistes a acapulco y no me avisaste,No me siento a gusto, con quien te paseaste?Con nadie, con nadie si es tuyo mi amorFueron mis amigos la luna y el solCon nadie, con nadie si es tuyo mi amorFueron mis amigos la luna y el solFeliz en la playa alegre te paseasteY despues de todo dicen que llorasteFeliz en la playa alegre te paseasteY despues de todo dicen que llorasteTal vez te acordaste de este corazonQue dejaste triste sin decir adiosTal vez te acordaste de este corazonQue dejaste triste sin decir adios"
163,Batijugando,,Sonia López,https://www.musixmatch.com/es/letras/Sonia-L%C3%B3pez/Batijugando,1967,"Ahora están de moda las batipalabras, Si tu no dices bati, dicen que no hablas. Hoy todo es lenguaje batirenovado, Y si tu no lo usas eres anticuado. Y sigue la corriente y háblame como la gente! Sigue la corriente y háblame como la gente! Ahora hay batimovil, baticueva y batizona Y para que reposes usarás el batiyoga Yo tengo baticasa, baticoche y batichico Y es batiamoroso, batibueno y batirico. Y sigue la corriente y háblame como la gente! Sigue la corriente y háblame como la gente! Y sigue la corriente y háblame como la gente! Sigue la corriente y háblame como la gente! Yo tengo una hermanita que se llama Dora Y todos la conocen como batidora. El profe de gimnasia se apellida cano, Y todos le llamamos profe baticano."
164,El cable,,Mario y sus Diamantes,https://www.musixmatch.com/es/letras/Maria-Victoria/Mil-besos,1967,"He encontrado en tu amor La fe perdida Ahora tiene mi vida una razón No sé si fue el embrujo de tus ojos Quien le dijo a tus labios Róbale el corazón Yo sé que los mil besos que te he dado en la boca Se me fue el corazón Y dicen que es pecado querer como te quiero Quizá tengan razón Pero, ¿qué ha de importarme Todo lo que me digan Si no te he de olvidar? Que si es pecado amarte Yo he de seguir pecando ¿Por qué lo he de ocultar?"
